row_number,year,manufacturer,condition,cylinders,fuel,odometer,transmission,type,paint_color,F1,F2,F3,F4
1451,2015.0,ford,excellent,6 cylinders,gas,147200.0,automatic,truck,white,823,2.3809035725363583,0.0933048226993268,a
1452,2012.0,ford,like new,6 cylinders,gas,99291.0,automatic,SUV,white,1326,2.1866548796705803,0.0075513506874652,a
1453,2008.0,ford,good,8 cylinders,gas,123026.0,automatic,SUV,red,337,2.0965113121134364,0.0130876156137903,a
1454,2015.0,ford,excellent,8 cylinders,gas,141000.0,automatic,truck,white,523,2.43283420683248,0.1336933431362309,b
1455,2009.0,ford,good,6 cylinders,gas,122000.0,automatic,sedan,black,3068,2.2683789091435456,-0.0070470261024069,a
1456,2011.0,ford,excellent,6 cylinders,gas,138279.0,automatic,SUV,black,5858,2.178110232347903,0.1286330760600886,c
1457,1992.0,ford,excellent,8 cylinders,gas,0.0,automatic,pickup,white,722,1.7906259847332984,0.0273658939355278,b
1458,2012.0,ford,good,6 cylinders,gas,122000.0,automatic,truck,black,524,2.3248607329079345,-0.0370141140199188,b
1459,2013.0,ford,excellent,8 cylinders,gas,170000.0,automatic,truck,white,3836,2.234070917458086,0.2456021667825456,b
1460,2018.0,ford,excellent,8 cylinders,gas,65236.0,automatic,truck,white,438,2.5753030072811187,0.0981340201307193,c
1461,2008.0,ford,good,6 cylinders,gas,188490.0,automatic,SUV,black,422,2.2491630122041584,0.1667615035106441,c
1462,2005.0,ford,good,6 cylinders,gas,144000.0,automatic,SUV,red,157,2.0497606620258173,0.1322620569422672,a
1463,2013.0,ford,good,4 cylinders,gas,101236.0,automatic,SUV,white,254,2.156290967297948,0.0962176953675441,c
1464,2014.0,ford,good,4 cylinders,gas,76522.0,automatic,sedan,silver,1018,2.25727240602619,0.0036688999981305,a
1465,2006.0,ford,like new,6 cylinders,gas,117000.0,automatic,sedan,silver,1010,2.205894655593163,-0.0284667519326591,a
1466,1988.0,ford,fair,8 cylinders,gas,92178.0,automatic,sedan,white,2637,1.7341941063186024,0.2065938499496112,b
1467,1999.0,ford,like new,6 cylinders,gas,113000.0,automatic,sedan,blue,126,1.951547369804548,-0.1379091317733135,a
1468,1999.0,ford,excellent,6 cylinders,gas,159001.0,automatic,pickup,white,311,1.9597512961078143,0.128686030543,b
1469,2018.0,ford,excellent,6 cylinders,gas,42568.0,automatic,SUV,white,372,2.347688812079725,0.1636526628364382,a
1470,2009.0,ford,excellent,8 cylinders,gas,160000.0,automatic,pickup,white,243,2.0129297327074767,0.148847349377187,b
1471,2013.0,ford,good,6 cylinders,gas,91425.0,automatic,SUV,black,1222,2.2908587368331093,0.2899521793904609,a
1472,2011.0,ford,excellent,4 cylinders,gas,173000.0,automatic,SUV,silver,163,2.1100141978318256,0.1388876782824799,a
1473,2019.0,subaru,excellent,6 cylinders,gas,31000.0,automatic,SUV,blue,266,2.609327499968709,0.275968562225285,a
1474,2006.0,ford,excellent,8 cylinders,gas,112000.0,automatic,pickup,white,253,2.197271740409456,0.0908174584803692,c
1475,2008.0,ford,good,6 cylinders,gas,220028.0,automatic,SUV,black,1467,2.3069949294735244,0.2354917449047471,c
1476,2008.0,ford,excellent,4 cylinders,gas,129084.0,automatic,sedan,silver,1049,2.135592055222656,0.1503727222893209,b
1477,2013.0,ford,excellent,4 cylinders,gas,61675.0,automatic,SUV,white,4576,2.3602586229840754,-0.0053110012137652,b
1478,2014.0,ford,excellent,4 cylinders,gas,63000.0,automatic,sedan,black,351,2.2756816049978643,-0.0376355275952078,a
1479,2016.0,ford,excellent,4 cylinders,gas,81330.0,automatic,sedan,red,4203,2.2913144568721906,0.1067019528392106,b
1480,2014.0,ford,excellent,6 cylinders,gas,113884.0,automatic,SUV,black,4470,2.418562870039216,-0.0684642114103135,b
1481,2006.0,subaru,good,4 cylinders,gas,235000.0,automatic,SUV,silver,42,2.0791979332385524,0.0743189711844396,c
1482,2006.0,ford,excellent,8 cylinders,gas,225686.0,automatic,SUV,white,1655,2.114804680446692,0.1148938730224537,b
1483,2014.0,ford,excellent,6 cylinders,gas,112562.0,automatic,SUV,white,735,2.2164281802230192,0.0594547205829203,a
1484,2017.0,subaru,excellent,4 cylinders,gas,82191.0,automatic,sedan,black,4221,2.2986106986201587,0.2110916291803528,a
1485,2008.0,ford,good,4 cylinders,gas,158000.0,automatic,sedan,blue,87,2.2120602902879143,0.0091022489510837,a
1486,2011.0,ford,excellent,4 cylinders,gas,138000.0,automatic,sedan,black,2146,2.2342983454778524,-0.120759275118853,b
1487,2018.0,ford,excellent,4 cylinders,gas,31000.0,automatic,SUV,white,624,2.2310377858268016,0.0159396859149313,b
1488,2018.0,ford,excellent,6 cylinders,gas,39000.0,automatic,truck,black,1660,2.5990417549474825,0.1160594307537582,b
1489,1999.0,ford,fair,6 cylinders,gas,154000.0,automatic,pickup,white,173,2.021695847329973,0.1009522168272168,a
1490,2013.0,ford,excellent,6 cylinders,gas,94059.0,automatic,truck,black,362,2.308550689220667,0.1241956299712102,c
1491,2018.0,ford,good,6 cylinders,gas,19252.0,automatic,pickup,black,4871,2.568802941026686,0.1337916199712432,b
1492,2005.0,ford,good,8 cylinders,gas,130604.0,automatic,truck,white,108,2.1344091277623343,0.0337433009311392,c
1493,2012.0,ford,good,4 cylinders,gas,137844.0,automatic,sedan,silver,2208,2.2036682529593894,0.1750625201448378,a
1494,2015.0,ford,excellent,4 cylinders,gas,23590.0,automatic,sedan,blue,3724,2.4088288414683183,-0.0371034165817376,c
1495,2009.0,ford,excellent,6 cylinders,gas,125697.0,automatic,SUV,blue,496,2.295689189644589,-0.0275618169800174,a
1496,2010.0,ford,good,8 cylinders,gas,195165.0,automatic,SUV,white,213,2.23586402351256,0.304184485206954,a
1497,2013.0,subaru,excellent,4 cylinders,gas,170500.0,automatic,SUV,silver,555,2.114000547716425,-0.0535692584404541,b
1498,2016.0,ford,good,6 cylinders,gas,125485.0,automatic,truck,silver,486,2.3220973795443154,0.0551805460463848,b
1499,2005.0,ford,good,8 cylinders,gas,211000.0,automatic,pickup,white,291,2.1077615384704536,0.0891998481006391,b
1500,2016.0,subaru,excellent,4 cylinders,gas,9624.0,automatic,SUV,silver,948,2.369269859087374,0.2120157715899223,b
1501,2009.0,ford,good,8 cylinders,gas,206282.0,automatic,truck,white,2842,2.32011152504969,0.1247814727372184,a
1502,2011.0,ford,good,4 cylinders,gas,128221.0,automatic,sedan,red,800,2.1928613103319865,0.1471753466716097,b
1503,2003.0,ford,good,6 cylinders,gas,147542.0,automatic,SUV,silver,112,1.9913209292032408,0.2122607091844201,b
1504,2014.0,ford,good,6 cylinders,gas,141872.0,automatic,sedan,black,1491,2.3342006986929635,0.1181737564669972,b
1505,1997.0,ford,like new,8 cylinders,gas,140560.0,automatic,truck,white,210,1.859230661475796,0.1565315150429836,b
1506,2010.0,ford,excellent,8 cylinders,gas,90270.0,automatic,pickup,white,380,2.416567536094496,0.0267086228164912,b
1507,2019.0,ford,excellent,4 cylinders,gas,36681.0,automatic,sedan,silver,4429,2.3647013548153195,0.1094074490227365,a
1508,1998.0,ford,excellent,8 cylinders,gas,47719.0,automatic,sedan,white,4136,1.8162761123055504,0.0546255179141495,b
1509,2013.0,ford,excellent,6 cylinders,gas,77000.0,automatic,truck,black,591,2.5213960011035708,0.2748721078764167,b
1510,2012.0,ford,good,6 cylinders,gas,191873.0,automatic,SUV,white,622,2.15574145069269,0.0485925428104424,b
1511,2004.0,ford,good,6 cylinders,gas,102000.0,automatic,pickup,black,695,1.950165817317817,-0.0017857103151203,b
1512,2010.0,ford,good,8 cylinders,gas,159000.0,automatic,truck,black,115,2.249499883172752,-0.133840237817472,b
1513,2001.0,ford,excellent,6 cylinders,gas,102722.0,automatic,truck,silver,6629,1.7798591609415746,-0.0326720480712167,c
1514,2013.0,ford,good,6 cylinders,gas,73940.0,automatic,sedan,black,1121,2.314080961718405,0.0153959954907261,c
1515,2017.0,ford,excellent,8 cylinders,gas,167333.0,automatic,truck,white,184,2.284248616429734,0.1243197449636366,c
1516,2016.0,ford,excellent,4 cylinders,gas,103052.0,automatic,SUV,white,2685,2.433649912597086,-0.0235166785716381,a
1517,2008.0,subaru,good,4 cylinders,gas,212000.0,automatic,SUV,silver,309,2.2435832671778453,0.0145402175456242,a
1518,2016.0,ford,good,8 cylinders,gas,113747.0,automatic,truck,white,2204,2.4220140099795446,0.1740420800302972,a
1519,2013.0,ford,excellent,6 cylinders,gas,182458.0,automatic,truck,silver,372,2.2908066228837853,0.0359962336188156,c
1520,2013.0,ford,good,6 cylinders,gas,115332.0,automatic,SUV,silver,1401,2.286584089582876,-0.0094386355249954,c
1521,2004.0,ford,good,8 cylinders,gas,140000.0,automatic,truck,white,232,2.077747031529462,0.0700260742291521,a
1522,2010.0,ford,excellent,6 cylinders,gas,192299.0,automatic,SUV,black,1980,2.250125274774261,0.1270546839129763,b
1523,2004.0,ford,excellent,8 cylinders,gas,31000.0,automatic,truck,red,8,2.16073048775149,0.1117861718191972,c
1524,2014.0,ford,excellent,4 cylinders,gas,19400.0,automatic,sedan,silver,113,2.344174878177109,0.2357204031234673,c
1525,2013.0,ford,like new,6 cylinders,gas,103588.0,automatic,pickup,white,1149,2.2975421996700733,0.0424739588282221,c
1526,2006.0,ford,like new,8 cylinders,gas,13.0,automatic,truck,blue,700,2.2359571100203093,0.1969350349487978,c
1527,2011.0,ford,excellent,8 cylinders,gas,114751.0,automatic,truck,black,2839,2.114179090794412,0.1487334151146709,c
1528,2018.0,ford,good,6 cylinders,gas,28627.0,automatic,SUV,black,4191,2.2398317104618184,0.0116261422650061,b
1529,2005.0,ford,excellent,6 cylinders,gas,160000.0,automatic,sedan,silver,585,1.977406445606796,0.0548118073018193,b
1530,2015.0,ford,good,8 cylinders,gas,125586.0,automatic,truck,white,749,2.4217119930680653,0.0305570896226932,a
1531,1994.0,ford,fair,6 cylinders,gas,1000.0,manual,truck,red,1101,1.8159549570794409,0.079711330618327,b
1532,2015.0,ford,excellent,4 cylinders,gas,94607.0,automatic,sedan,black,5922,2.188148395838841,0.0489061704745562,a
1533,2017.0,subaru,good,4 cylinders,gas,59467.0,automatic,sedan,white,904,2.2722702034550943,-0.0050197205083289,a
1534,2007.0,ford,good,8 cylinders,gas,125500.0,automatic,sedan,black,10,2.01178035742914,0.162311020650339,c
1535,2013.0,ford,good,6 cylinders,gas,158170.0,automatic,pickup,white,3842,2.2899621137971606,0.3238542385425212,c
1536,2009.0,ford,good,8 cylinders,gas,141445.0,automatic,pickup,red,529,2.3613233606614266,-0.0132574764985268,a
1537,2004.0,ford,fair,8 cylinders,gas,227000.0,automatic,pickup,silver,380,2.037105802645136,0.1694588451525995,a
1538,2017.0,ford,excellent,8 cylinders,gas,58300.0,automatic,truck,white,1358,2.5809484893296504,0.1002575793452482,c
1539,2013.0,subaru,like new,4 cylinders,gas,133023.0,automatic,SUV,white,6538,2.219548650698988,0.1285043548619194,c
1540,2016.0,ford,like new,4 cylinders,gas,17743.0,automatic,SUV,silver,674,2.4824492070975337,0.0657210817518877,b
1541,1999.0,ford,fair,4 cylinders,gas,135000.0,automatic,truck,blue,407,1.9912687669822016,0.1774877429200846,c
1542,2014.0,ford,good,4 cylinders,gas,74791.0,automatic,sedan,blue,95,2.4302933128943542,0.09590678749902,a
1543,2006.0,ford,excellent,4 cylinders,gas,79203.0,automatic,SUV,white,1243,2.175927227664052,0.1252532508428795,a
1544,2017.0,subaru,good,4 cylinders,gas,123000.0,automatic,sedan,blue,195,2.3386348841805256,0.2908537175914055,a
1545,2016.0,ford,good,4 cylinders,gas,141472.0,automatic,sedan,silver,1095,2.3141496322045225,0.2081024889582832,c
1546,2012.0,ford,good,8 cylinders,gas,220000.0,automatic,truck,white,493,2.1087644682784634,-0.0012690691609002,c
1547,2011.0,subaru,good,4 cylinders,gas,142000.0,automatic,sedan,black,2839,2.2389674587505097,0.0186084995424406,b
1548,2011.0,ford,excellent,8 cylinders,gas,135609.0,automatic,SUV,white,1316,2.312810162639274,0.1978301882604164,c
1549,2006.0,ford,excellent,6 cylinders,gas,157222.0,automatic,SUV,white,484,2.136512794621084,0.1288673929605157,c
1550,2009.0,ford,good,4 cylinders,gas,155000.0,automatic,sedan,silver,621,2.280770877691837,-0.0490571506254368,a
1551,2010.0,ford,excellent,4 cylinders,gas,115000.0,manual,pickup,black,4002,2.179615300104425,0.2247529583701033,b
1552,2014.0,ford,like new,4 cylinders,gas,113192.0,automatic,sedan,white,2257,2.275709336497776,0.2338474495704198,b
1553,2006.0,ford,excellent,8 cylinders,gas,216000.0,automatic,pickup,silver,255,2.169412059928104,0.109732518686258,b
1554,2006.0,subaru,excellent,4 cylinders,gas,106517.0,automatic,SUV,blue,1466,1.9429123682447391,0.2038836456800388,a
1555,2017.0,ford,good,6 cylinders,gas,40463.0,automatic,sedan,black,4068,2.287036994051673,0.1766541354681633,c
1556,2016.0,ford,excellent,4 cylinders,gas,103052.0,automatic,SUV,white,2721,2.4631714931488577,-0.0602298591118309,c
1557,2018.0,ford,excellent,4 cylinders,gas,24871.0,automatic,sedan,silver,581,2.452786154177498,0.2176537577317767,a
1558,2016.0,ford,good,4 cylinders,gas,141472.0,automatic,sedan,silver,1095,2.4026340560589485,0.135345181647626,a
1559,2017.0,ford,excellent,6 cylinders,gas,41783.0,automatic,truck,black,2706,2.447794719380214,0.1086824915946382,b
1560,2017.0,subaru,excellent,4 cylinders,gas,34998.0,automatic,SUV,silver,6907,2.3383847283035992,-0.0195635667240167,a
1561,2009.0,ford,excellent,6 cylinders,gas,160200.0,automatic,SUV,black,78,2.3017207397958366,0.1405549909480749,c
1562,2011.0,ford,good,8 cylinders,gas,163337.0,automatic,truck,white,698,2.1910294347219907,0.0270602827638139,c
1563,2004.0,ford,good,8 cylinders,gas,134000.0,automatic,sedan,blue,136,2.008235601871036,0.2053444673912683,c
1564,2014.0,ford,excellent,6 cylinders,gas,97415.0,automatic,pickup,black,6749,2.2276569276029643,-0.0625959037572913,a
1565,2013.0,ford,good,6 cylinders,gas,159000.0,automatic,SUV,black,569,2.3281332557055343,0.2603010497265497,b
1566,2004.0,ford,excellent,8 cylinders,gas,220000.0,automatic,truck,white,2823,1.9761762944107168,0.0132561212285478,b
1567,2017.0,ford,excellent,6 cylinders,gas,112200.0,automatic,SUV,black,3549,2.5569790765962512,0.1701758855579505,c
1568,2007.0,ford,good,8 cylinders,gas,135000.0,automatic,SUV,red,461,1.9756841722338927,0.0735083889757415,b
1569,2008.0,ford,good,8 cylinders,gas,101000.0,automatic,sedan,white,230,2.0869176282907467,0.0920088416185714,a
1570,2018.0,ford,good,6 cylinders,gas,19252.0,automatic,pickup,black,4871,2.3943116492919434,0.0180809765442751,c
1571,2011.0,ford,good,6 cylinders,gas,209361.0,automatic,pickup,white,214,2.364832623387873,0.3178816719356667,c
1572,1985.0,ford,good,8 cylinders,gas,142000.0,automatic,truck,red,208,1.535665241446396,0.1302528767038032,b
1573,2010.0,ford,like new,6 cylinders,gas,133339.0,automatic,sedan,red,1833,2.3144291409561992,0.2061854281303852,a
1574,2013.0,ford,excellent,4 cylinders,gas,98000.0,automatic,sedan,white,451,2.4122670582399905,0.0827847100569485,c
1575,2003.0,ford,good,6 cylinders,gas,260549.0,automatic,pickup,white,86,2.000535442663624,0.165080871526369,b
1576,2005.0,ford,good,8 cylinders,gas,75412.0,automatic,truck,white,1072,2.2127373383307027,0.0331748041587272,b
1577,2008.0,ford,good,6 cylinders,gas,92000.0,automatic,sedan,black,613,2.337421129124585,0.25148680357904,b
1578,2014.0,ford,excellent,6 cylinders,gas,160120.0,automatic,pickup,white,337,2.2773265884638243,0.2010271146877672,a
1579,2015.0,ford,excellent,4 cylinders,gas,59184.0,automatic,SUV,red,1857,2.2462011492169247,0.2474673415586943,b
1580,2005.0,ford,excellent,8 cylinders,gas,188470.0,automatic,SUV,red,1571,2.1650998575112443,0.0870639001433956,b
1581,2015.0,ford,like new,4 cylinders,gas,15000.0,automatic,SUV,red,534,2.300343568146575,0.0910514125652197,a
1582,2019.0,ford,like new,8 cylinders,gas,11000.0,automatic,pickup,white,3839,2.308311947496949,0.2281876759096444,b
1583,2008.0,ford,excellent,6 cylinders,gas,104802.0,automatic,SUV,black,902,2.112438507735732,-0.0990380930544298,c
1584,1967.0,ford,like new,8 cylinders,gas,90.0,automatic,pickup,blue,1410,1.270123366706544,0.0890000056037449,b
1585,2010.0,ford,excellent,4 cylinders,gas,125850.0,automatic,sedan,silver,153,2.2515919346250075,0.2261763219771035,c
1586,2014.0,ford,good,6 cylinders,gas,118260.0,automatic,truck,black,2267,2.3538778047082176,0.4286288491884099,c
1587,1958.0,ford,fair,8 cylinders,gas,90000.0,automatic,truck,black,2687,0.9379627832090688,0.0520695435525971,b
1588,2019.0,ford,excellent,8 cylinders,gas,70690.0,automatic,truck,white,804,2.580562763272132,-0.0994340250888323,c
1589,2014.0,ford,good,6 cylinders,gas,126000.0,automatic,sedan,white,1276,2.2884119514052945,0.0320338564050739,b
1590,2010.0,subaru,good,4 cylinders,gas,148000.0,automatic,SUV,black,1265,2.3471071975973348,0.1309240893814202,c
1591,2016.0,ford,good,8 cylinders,gas,18175.0,automatic,pickup,red,5060,2.3578046036124816,-0.0388656786184124,b
1592,2017.0,ford,excellent,4 cylinders,gas,36618.0,automatic,SUV,white,1322,2.3948340834442754,0.0662793445537658,c
1593,2013.0,ford,good,4 cylinders,gas,124898.0,automatic,sedan,blue,1664,2.2285486588244288,0.0748410161012681,b
1594,2011.0,ford,excellent,4 cylinders,gas,0.0,automatic,sedan,black,3809,2.2952633248867658,0.0993977339848872,a
1595,1999.0,ford,fair,4 cylinders,gas,165000.0,automatic,pickup,white,136,2.0383045568196776,0.0249991522589484,c
1596,2012.0,ford,excellent,8 cylinders,gas,135607.0,automatic,pickup,white,280,2.4418507954655464,0.208038443754137,c
1597,2007.0,ford,excellent,6 cylinders,gas,101859.0,automatic,SUV,red,2977,2.099683100193946,0.0910140977325547,c
1598,2014.0,subaru,excellent,4 cylinders,gas,97070.0,automatic,SUV,silver,3742,2.463832597639624,0.1761184639402844,b
1599,2017.0,ford,like new,8 cylinders,gas,39629.0,automatic,pickup,silver,2258,2.350021292746085,-0.0247662076415837,b
1600,2017.0,ford,good,6 cylinders,gas,61729.0,automatic,truck,silver,3063,2.310252193503406,0.1293134298871598,b
1601,2005.0,ford,good,8 cylinders,gas,178000.0,automatic,SUV,white,974,2.132952374413008,0.2164211505381501,a
1602,2008.0,ford,good,8 cylinders,gas,107667.0,automatic,truck,white,3324,2.175421598399221,0.0421484492313429,b
1603,2000.0,ford,fair,6 cylinders,gas,250000.0,automatic,pickup,black,94,1.9072897552544168,-0.0437799885870741,c
1604,2012.0,subaru,good,6 cylinders,gas,150000.0,automatic,SUV,black,197,2.2023362558943846,0.1342435673709081,c
1605,2014.0,ford,excellent,8 cylinders,gas,71978.0,automatic,pickup,blue,660,2.4150927637970474,0.2466826681251901,c
1606,2018.0,ford,like new,6 cylinders,gas,16668.0,automatic,truck,white,1315,2.395116294958697,0.39664225060718,b
1607,2016.0,ford,good,8 cylinders,gas,18175.0,automatic,pickup,red,5060,2.2142202851168062,0.0979169686804772,a
1608,2006.0,ford,excellent,6 cylinders,gas,157678.0,automatic,SUV,white,1595,2.1411461979343,0.1220210551440061,b
1609,1992.0,ford,good,4 cylinders,gas,83714.0,manual,pickup,white,550,1.7775150333241545,0.1747952049433585,c
1610,2002.0,ford,excellent,6 cylinders,gas,184039.0,automatic,SUV,black,1290,1.955847964642212,0.1976098660304476,b
1611,2005.0,ford,excellent,8 cylinders,gas,115830.0,automatic,pickup,white,5296,2.0203342021758948,0.109925799825014,a
1612,2002.0,subaru,fair,4 cylinders,gas,220000.0,automatic,sedan,red,370,1.896875640335896,0.0958685159778188,c
1613,2018.0,ford,excellent,4 cylinders,gas,18125.0,automatic,SUV,silver,1300,2.3643024232497334,0.1438269033812148,c
1614,2009.0,ford,excellent,8 cylinders,gas,167620.0,automatic,SUV,blue,6804,2.3639487492821334,0.1773896311250763,b
1615,2008.0,ford,like new,8 cylinders,gas,101907.0,automatic,truck,red,1405,2.1805460455810715,-0.112192302377004,c
1616,2010.0,ford,good,4 cylinders,gas,145142.0,automatic,sedan,black,260,2.210581316692964,0.0685127101929419,b
1617,2008.0,ford,excellent,6 cylinders,gas,131218.0,automatic,SUV,red,2490,2.082633375164586,0.0131800535711909,a
1618,2005.0,ford,excellent,6 cylinders,gas,146000.0,automatic,SUV,white,163,2.019516012554261,0.1651555262854998,c
1619,2008.0,ford,excellent,8 cylinders,gas,126393.0,automatic,pickup,blue,291,2.071506730692867,0.1258241479820894,b
1620,1999.0,ford,good,6 cylinders,gas,185000.0,automatic,SUV,blue,190,1.9652559452697744,0.1720556445381853,b
1621,2017.0,ford,good,8 cylinders,gas,46600.0,automatic,truck,white,1780,2.5215808541786813,-0.0028342762483317,a
1622,2016.0,ford,excellent,4 cylinders,gas,76209.0,automatic,sedan,blue,1104,2.3462691845823755,0.0825866725830539,a
1623,2007.0,ford,good,8 cylinders,gas,242000.0,automatic,SUV,black,151,2.1199186080245345,0.3299052202703255,a
1624,2015.0,subaru,good,4 cylinders,gas,80000.0,automatic,sedan,black,2250,2.3969020656338014,-0.0319011119467195,a
1625,2017.0,ford,good,8 cylinders,gas,173732.0,automatic,pickup,white,808,2.3617979658088,0.1173334774960421,c
1626,2015.0,ford,like new,4 cylinders,gas,88899.0,automatic,SUV,black,1508,2.415465014353348,0.2643313865471043,b
1627,2008.0,ford,excellent,6 cylinders,gas,118729.0,automatic,pickup,white,385,2.3944433014442987,0.1686691648249799,c
1628,1957.0,ford,good,8 cylinders,gas,19003.0,manual,sedan,blue,1081,1.1066821652669745,0.0978420134232099,b
1629,2011.0,ford,good,8 cylinders,gas,114841.0,automatic,sedan,black,653,2.4340418975871247,-0.0289323376055796,b
1630,2010.0,ford,good,4 cylinders,gas,116000.0,automatic,sedan,black,323,2.248850385053396,0.1066072761114983,a
1631,2019.0,subaru,excellent,6 cylinders,gas,31000.0,automatic,SUV,blue,266,2.6016713555183064,0.3063436548114007,b
1632,2019.0,ford,good,8 cylinders,gas,15687.0,automatic,truck,white,3484,2.456100477044832,0.0906406454406659,a
1633,2016.0,ford,excellent,6 cylinders,gas,60770.0,automatic,SUV,white,2836,2.3528535720889776,-0.195124573516018,a
1634,2011.0,ford,good,8 cylinders,gas,35499.0,automatic,truck,blue,4073,2.22713698025602,0.0497901688348866,a
1635,2013.0,ford,excellent,8 cylinders,gas,69700.0,automatic,pickup,white,1183,2.434293748807116,0.0629165160668052,a
1636,2009.0,ford,excellent,8 cylinders,gas,181941.0,automatic,SUV,white,237,2.127747305279281,0.1110764873206581,c
1637,2002.0,ford,good,6 cylinders,gas,146558.0,automatic,SUV,white,1851,1.982887539099246,0.0097041033061099,b
1638,2008.0,ford,excellent,4 cylinders,gas,171.0,automatic,sedan,black,1393,2.1605729687828408,0.1548431925642268,b
1639,2016.0,ford,excellent,8 cylinders,gas,129547.0,automatic,truck,white,559,2.4212896500070915,0.0085268817551234,c
1640,2006.0,ford,like new,6 cylinders,gas,117000.0,automatic,sedan,silver,1010,2.139538202063096,-0.070381225894866,b
1641,2004.0,ford,excellent,6 cylinders,gas,81000.0,automatic,sedan,silver,108,2.08798045422332,-0.0219922738116457,b
1642,2019.0,subaru,like new,6 cylinders,gas,3000.0,automatic,sedan,blue,1091,2.557289746247392,0.2074207116360189,c
1643,2016.0,ford,like new,6 cylinders,gas,60000.0,automatic,truck,black,911,2.529964458848754,0.0990261960388139,c
1644,2019.0,ford,like new,6 cylinders,gas,25500.0,automatic,SUV,black,653,2.5444340836517187,0.1201738471237692,b
1645,2008.0,ford,excellent,8 cylinders,gas,90500.0,automatic,pickup,white,383,2.1798904675650603,0.2113845933218169,b
1646,2011.0,subaru,like new,4 cylinders,gas,93917.0,automatic,SUV,red,6711,2.3417861635853514,0.0107575329845443,c
1647,2004.0,ford,excellent,8 cylinders,gas,196046.0,automatic,SUV,white,2805,2.10192281934482,0.1706279496538564,b
1648,2010.0,ford,good,4 cylinders,gas,154403.0,automatic,sedan,black,2245,2.184602426672075,0.1351946227712022,c
1649,2015.0,ford,excellent,4 cylinders,gas,106178.0,automatic,SUV,blue,8234,2.2850137398314847,0.0012051838660175,a
1650,2009.0,ford,good,8 cylinders,gas,53417.0,automatic,truck,white,243,2.2507626555484164,0.0434675884925788,a
1651,2019.0,ford,like new,6 cylinders,gas,29492.0,automatic,SUV,white,1321,2.2079169848124662,0.0608552891599541,c
1652,2005.0,subaru,like new,4 cylinders,gas,104000.0,automatic,sedan,white,963,2.15204194056699,0.1465450884528478,a
1653,2011.0,subaru,good,4 cylinders,gas,103371.0,automatic,SUV,black,2523,2.144122202757249,0.0845611254278893,b
1654,2008.0,ford,good,6 cylinders,gas,129570.0,automatic,SUV,red,1183,2.2390762440111027,0.0347524248469112,b
1655,2012.0,ford,excellent,4 cylinders,gas,91695.0,automatic,sedan,white,654,2.2469960839989667,0.2552842082918714,a
1656,2003.0,ford,good,6 cylinders,gas,85170.0,automatic,truck,silver,704,2.31409487507769,0.2383520383258977,a
1657,2011.0,subaru,like new,4 cylinders,gas,93917.0,automatic,SUV,red,6711,2.453335139794457,-0.0132382964421275,b
1658,2007.0,ford,good,8 cylinders,gas,134984.0,automatic,truck,black,451,2.036134282363512,0.1306925258804371,c
1659,2000.0,ford,good,8 cylinders,gas,235195.0,automatic,truck,black,457,1.7913232041753069,0.0386764455290294,a
1660,2018.0,ford,like new,6 cylinders,gas,57309.0,automatic,truck,white,327,2.479404955059468,0.0140527281683995,a
1661,2013.0,ford,excellent,6 cylinders,gas,108445.0,automatic,SUV,white,6397,2.2940052814646466,-0.06450481484704,a
1662,2004.0,ford,excellent,6 cylinders,gas,76500.0,automatic,pickup,white,1185,2.0006949989148115,0.0638996905272868,c
1663,2014.0,subaru,excellent,4 cylinders,gas,61000.0,automatic,sedan,silver,2965,2.424109478685944,0.0232228250011346,a
1664,2008.0,ford,excellent,8 cylinders,gas,118370.0,automatic,sedan,black,530,1.9856595896926,0.1055680285379295,a
1665,2018.0,ford,like new,4 cylinders,gas,44199.0,automatic,SUV,red,56,2.353890972619161,-0.0847433817376793,c
1666,2013.0,ford,like new,6 cylinders,gas,109597.0,automatic,SUV,silver,2777,2.3758447744226894,0.0561062715163324,b
1667,2017.0,ford,like new,6 cylinders,gas,42118.0,automatic,sedan,black,781,2.568770282943397,-0.0502343406186684,c
1668,2013.0,ford,excellent,6 cylinders,gas,91863.0,automatic,truck,black,1004,2.325751484224123,-0.0022260159104597,b
1669,2017.0,subaru,good,4 cylinders,gas,98308.0,automatic,SUV,blue,1249,2.352822649580477,0.1956783017363673,c
1670,2005.0,subaru,good,4 cylinders,gas,195000.0,automatic,sedan,silver,316,2.1051896384190387,0.112322295029437,a
1671,1997.0,ford,good,6 cylinders,gas,267334.0,automatic,SUV,black,117,1.8314686640404108,-0.1921962219809295,b
1672,2013.0,ford,good,8 cylinders,gas,221685.0,automatic,truck,white,1297,2.2568172356662126,0.0218134331013472,b
1673,2002.0,ford,good,6 cylinders,gas,184495.0,automatic,SUV,red,603,1.9163178789838484,0.0682763296737708,b
1674,2016.0,ford,good,8 cylinders,gas,18175.0,automatic,pickup,red,5060,2.3789976009767617,0.298960827376195,c
1675,2007.0,ford,excellent,6 cylinders,gas,210000.0,automatic,SUV,white,143,2.184174285884973,0.0905244596182498,b
1676,2008.0,ford,like new,8 cylinders,gas,111560.0,automatic,pickup,black,141,2.24037713044199,0.0308674735741087,a
1677,2010.0,ford,good,4 cylinders,gas,150523.0,automatic,sedan,white,262,2.3037502681584088,0.0352728456681301,a
